









Frequency of observations in the selected location(s).:
Number of taxa: 	262

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
White-banded Swallow	0.3333333	0.16	0.0769231	0.3157895	0.25	1.0	0.0434783	0.0	0.3333333	0.0	0.1818182	0.3333333	0.0	0.0	0.2857143	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.1818182	0.4	0.0015	0.5	0.0	0.2857143	0.6666667	0.0909091	0.0015	0.0	0.0	0.0	1.0	0.0	0.0	0.1111111	0.2	1.0	0.0	0.0	0.0	0.0	
Blue-and-white Swallow	0.4444444	0.2	0.2307692	0.3684211	0.4166667	0.0	0.3913043	0.0	0.3333333	0.6666667	0.3636364	0.4444444	0.0	0.25	0.4761905	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.5454545	0.4	0.0015	0.5	0.0	0.5714286	0.6666667	0.0909091	0.2222222	1.0	0.0	0.0	1.0	0.4	0.1	0.5555556	0.2	1.0	0.6666667	0.0	0.5	0.0	
Scaly-breasted Wren	0.1111111	0.08	0.0	0.0526316	0.1666667	0.0	0.0015	0.375	0.3333333	0.0	0.0909091	0.5555556	0.0	0.5	0.1904762	0.0015	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.1818182	0.0	0.0015	0.5	0.0	0.0	0.0	0.1818182	0.7777778	1.0	0.0	0.0	0.0	0.1	0.0	0.037037	0.2	0.0	0.3333333	0.0	0.25	0.0	
Southern House Wren	0.2222222	0.2	0.1538462	0.1578947	0.1666667	0.0	0.1304348	0.125	1.0	0.6666667	0.0909091	0.3333333	0.0	0.5	0.2380952	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.4545455	0.2	0.0	0.5	0.0015	0.1428571	0.6666667	0.2727273	0.2222222	1.0	0.0	1.0	1.0	0.3	0.1	0.1481481	0.6	0.0	0.1666667	0.0	0.25	0.0	
Thrush-like Wren	0.1111111	0.0	0.1153846	0.0526316	0.25	0.0	0.0	0.25	0.3333333	0.1666667	0.0909091	0.4444444	0.0	0.0	0.047619	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.6666667	0.0	0.5555556	0.0	0.0	0.0	0.0	0.2	0.0	0.037037	0.2	1.0	0.0	0.0	0.0	0.0	
Coraya Wren	0.1111111	0.0	0.1153846	0.0	0.3333333	0.0	0.0869565	0.125	0.3333333	0.0	0.0	0.1111111	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0015	0.5	0.0	0.0	0.6666667	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	1.0	0.1666667	0.0	0.0	0.0015	
White-breasted Wood-Wren	0.0	0.0	0.0769231	0.0526316	0.0833333	0.0	0.0	0.25	0.3333333	0.1666667	0.0909091	0.3333333	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.1428571	0.6666667	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.1666667	0.0	0.0	0.0	
Bar-winged Wood-Wren	0.0	0.08	0.0	0.0	0.0	0.0	0.0434783	0.125	0.0	0.1666667	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.1666667	0.0	0.0	0.0	
Gray-breasted Wood-Wren	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Musician Wren	0.0	0.0	0.0384615	0.0	0.0833333	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0015	
Chestnut-bellied Thrush	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0015	0.0	0.1666667	0.0	0.0	0.0	
Black-billed Thrush	0.2222222	0.2	0.1923077	0.1052632	0.3333333	0.0	0.0015	0.125	0.6666667	0.0	0.1818182	0.2222222	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.2	0.0015	0.0	0.0	0.1428571	0.6666667	0.0909091	0.4444444	1.0	1.0	0.0	0.0	0.4	0.0	0.1481481	0.4	1.0	0.5	0.0	0.25	0.0	
White-necked Thrush	0.1111111	0.04	0.0384615	0.0	0.1666667	0.0	0.0434783	0.0	0.3333333	0.0	0.0	0.4444444	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2727273	0.0	0.0	0.0	0.0	0.2857143	0.3333333	0.0	0.1111111	1.0	1.0	0.0	0.0	0.1	0.1	0.037037	0.0	0.0	0.3333333	0.0	0.0	0.0015	
Golden-bellied Euphonia	0.0	0.0	0.1153846	0.0526316	0.0	0.0	0.0	0.0	0.3333333	0.0	0.0	0.2222222	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.2	0.0	0.0	0.0	0.0	0.0015	
Thick-billed Euphonia	0.1111111	0.08	0.0769231	0.0526316	0.0833333	0.0	0.2608696	0.125	0.3333333	0.0	0.0909091	0.3333333	0.0	0.0	0.2857143	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.5	0.0	0.1428571	0.0	0.0909091	0.3333333	1.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	1.0	0.8333333	0.0	0.0	0.0	
Orange-bellied Euphonia	0.2222222	0.12	0.3076923	0.1578947	0.1666667	0.0	0.0434783	0.375	0.6666667	0.5	0.2727273	0.2222222	1.0	0.0	0.2380952	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2727273	0.4	0.0015	1.0	0.0	0.2857143	0.6666667	0.0	0.3333333	1.0	1.0	0.0	1.0	0.5	0.0	0.0740741	0.4	1.0	0.6666667	0.0	0.25	0.0	
Bronze-green Euphonia	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333	0.0	0.0	0.0	
euphonia sp.	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-throated Chlorospingus	0.1111111	0.04	0.0	0.1052632	0.0833333	0.0	0.0434783	0.25	0.3333333	0.1666667	0.0909091	0.1111111	0.0	0.25	0.047619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0015	0.0	0.1666667	0.0	0.0	0.0	
Common Chlorospingus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-browed Sparrow	0.2222222	0.16	0.0769231	0.1052632	0.3333333	1.0	0.0434783	0.375	1.0	0.0	0.0909091	0.5555556	0.0	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0015	0.0015	0.5	0.0	0.1428571	0.6666667	0.0909091	0.1111111	0.0015	0.0	0.0	0.0	0.3	0.0	0.037037	0.4	0.0	0.0	0.0	0.25	0.0	
Orange-billed Sparrow	0.3333333	0.0	0.0384615	0.0	0.1666667	0.0	0.0434783	0.5	0.3333333	0.1666667	0.0	0.4444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857143	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Russet-backed Oropendola	0.4444444	0.2	0.2307692	0.1052632	0.25	0.0	0.173913	0.5	0.6666667	0.5	0.3636364	0.3333333	1.0	0.0	0.2380952	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0909091	0.0015	0.0015	0.5	0.0	0.2857143	0.6666667	0.2727273	0.5555556	1.0	1.0	0.0	1.0	0.4	0.3	0.4814815	0.4	1.0	0.5	0.0	0.75	1.0	
Crested Oropendola	0.5555556	0.04	0.1538462	0.3684211	0.25	1.0	0.173913	0.0	0.0	0.3333333	0.0	0.3333333	0.0	0.5	0.2380952	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2727273	0.0015	0.0015	0.0	0.0	0.1428571	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.4	0.4	0.2592593	0.2	1.0	0.1666667	0.0	0.5	0.0	
Yellow-rumped Cacique	0.4444444	0.12	0.1923077	0.3157895	0.4166667	0.0	0.1304348	0.625	0.3333333	0.6666667	0.1818182	0.3333333	0.0	0.25	0.0952381	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.3636364	0.0015	0.0015	0.0	0.0015	0.2857143	0.0	0.0	0.5555556	0.0015	1.0	0.0	0.0	0.4	0.2	0.2962963	0.4	1.0	0.6666667	0.0	0.25	1.0	
Mountain Cacique	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Epaulet Oriole	0.0	0.0	0.0015	0.0	0.25	0.0	0.0	0.125	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0015	0.0	0.0	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Shiny Cowbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	
Tropical Parula	0.0	0.0	0.0769231	0.0	0.0833333	0.0	0.0	0.125	0.0	0.0	0.0909091	0.2222222	0.0	0.0	0.0952381	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1666667	0.0	0.0	0.0	
Buff-rumped Warbler	0.2222222	0.16	0.1538462	0.0526316	0.0833333	0.0	0.0434783	0.125	0.3333333	0.1666667	0.0	0.3333333	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.1428571	0.3333333	0.0909091	0.4444444	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	
Slate-throated Redstart	0.0	0.08	0.0769231	0.0	0.0	0.0	0.0869565	0.25	0.3333333	0.0	0.0909091	0.2222222	0.0	0.0	0.047619	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.2222222	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	
Hepatic Tanager	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Magpie Tanager	0.1111111	0.12	0.2307692	0.1578947	0.3333333	0.0	0.0434783	0.375	0.3333333	0.6666667	0.0909091	0.4444444	0.0	0.25	0.2857143	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.6666667	0.0	0.2222222	0.0015	1.0	0.0	0.0	0.0	0.4	0.1481481	0.2	1.0	0.0	0.0	0.25	0.0	
Flame-crested Tanager	0.0015	0.0	0.0769231	0.0	0.25	0.0	0.0869565	0.25	0.3333333	0.0	0.0909091	0.4444444	1.0	0.0	0.0952381	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.1818182	0.2	0.0015	0.0	0.0015	0.1428571	0.3333333	0.0	0.1111111	1.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.2	1.0	0.0015	0.0	0.0	1.0	
White-shouldered Tanager	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Fulvous-crested Tanager	0.1111111	0.0	0.0	0.0015	0.1666667	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
White-lined Tanager	0.3333333	0.08	0.0769231	0.1052632	0.0833333	0.0	0.0434783	0.0	0.3333333	0.5	0.0	0.4444444	0.0	0.0	0.047619	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2727273	0.0	0.0	0.0	0.0	0.1428571	0.6666667	0.0	0.0	0.0015	0.0	0.0	0.0	0.2	0.3	0.1851852	0.6	1.0	0.0	0.0	0.25	0.0	
Fulvous Shrike-Tanager	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.125	0.3333333	0.0	0.0	0.3333333	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.0	0.0015	0.0015	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	
Silver-beaked Tanager	0.7777778	0.44	0.3461538	0.3157895	0.5	0.0	0.3913043	0.5	1.0	0.5	0.5454545	0.5555556	1.0	0.0	0.5238095	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3636364	0.4	0.0	1.0	0.0015	0.5714286	0.6666667	0.1818182	0.4444444	1.0	1.0	0.0	1.0	0.6	0.6	0.5185185	0.4	1.0	0.8333333	0.0	0.5	1.0	
Masked Crimson Tanager	0.0015	0.0	0.0384615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.1111111	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Orange-throated Tanager	0.0015	0.0	0.1538462	0.1052632	0.0833333	0.0	0.0869565	0.25	0.3333333	0.0	0.1818182	0.4444444	0.0	0.0	0.0015	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0909091	0.2	0.0015	0.0015	0.0	0.1428571	0.6666667	0.0909091	0.2222222	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0015	0.0	0.0	0.0015	
Yellow-throated Tanager	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.1666667	0.0909091	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.1	0.0	0.0	0.0015	0.0	0.1666667	0.0	0.0	0.0	
Orange-eared Tanager	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.2	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-gray Tanager	0.8888889	0.24	0.3846154	0.3157895	0.5	0.0	0.2173913	0.25	0.6666667	0.6666667	0.3636364	0.5555556	1.0	0.25	0.3809524	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.4545455	0.0	0.0015	0.5	0.0015	0.7142857	0.6666667	0.3636364	0.3333333	1.0	1.0	0.0	1.0	0.4	0.4	0.5185185	0.6	1.0	0.8333333	0.0	1.0	0.0015	
Palm Tanager	0.4444444	0.24	0.1923077	0.2105263	0.5	0.0	0.3043478	0.625	0.6666667	0.5	0.3636364	0.3333333	1.0	0.0	0.2857143	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3636364	0.2	0.0015	0.0015	0.0	0.2857143	0.6666667	0.0	0.4444444	1.0	1.0	0.0	0.0	0.4	0.4	0.3703704	0.8	1.0	0.8333333	0.0	0.5	0.0015	
Yellow-bellied Tanager	0.1111111	0.04	0.0769231	0.1052632	0.25	0.0	0.0434783	0.125	0.6666667	0.1666667	0.1818182	0.5555556	1.0	0.0	0.2380952	0.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1818182	0.4	0.0015	0.0	0.0015	0.4285714	0.3333333	0.0	0.3333333	1.0	0.0	0.0	0.0	0.3	0.0	0.2222222	0.2	0.0	0.6666667	0.0	0.25	0.0	
Spotted Tanager	0.0	0.0	0.0769231	0.0	0.0	0.0	0.0434783	0.0	0.0	0.0	0.0909091	0.4444444	1.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.2857143	0.0	0.0909091	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Masked Tanager	0.2222222	0.08	0.1538462	0.1578947	0.25	0.0	0.1304348	0.125	0.3333333	0.0	0.1818182	0.4444444	1.0	0.0	0.1904762	0.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1818182	0.2	0.0015	0.5	0.0015	0.4285714	0.6666667	0.0909091	0.2222222	1.0	0.0	0.0	0.0	0.1	0.1	0.037037	0.0	0.0	0.6666667	0.0	0.0	0.0	
Blue-necked Tanager	0.3333333	0.24	0.1923077	0.2105263	0.4166667	0.0	0.0869565	0.25	0.6666667	0.3333333	0.2727273	0.4444444	1.0	0.0	0.1904762	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.2727273	0.0	0.0015	0.5	0.0015	0.5714286	0.6666667	0.2727273	0.4444444	0.0015	1.0	0.0	1.0	0.5	0.0	0.2592593	0.4	1.0	0.6666667	0.0	0.5	0.0015	
Turquoise Tanager	0.1111111	0.04	0.0769231	0.0526316	0.0833333	0.0	0.0	0.0	0.0	0.0	0.3636364	0.2222222	0.0	0.0	0.2857143	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0015	0.0015	0.0015	0.0	0.2857143	0.3333333	0.0	0.2222222	1.0	0.0	0.0	0.0	0.4	0.1	0.0740741	0.0	0.0	0.5	0.0	0.0	0.0	
Paradise Tanager	0.6666667	0.2	0.1923077	0.4210526	0.3333333	0.0	0.2608696	0.25	0.3333333	0.6666667	0.2727273	0.4444444	1.0	0.0	0.3333333	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2727273	0.2	0.0015	1.0	0.0	0.2857143	0.6666667	0.1818182	0.5555556	1.0	1.0	0.0	1.0	0.8	0.3	0.1481481	0.4	1.0	0.8333333	0.0	0.5	1.0	
Opal-rumped Tanager	0.0	0.0	0.0384615	0.0	0.0833333	0.0	0.0434783	0.125	0.0	0.0	0.0909091	0.1111111	1.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0015	0.0	0.0	0.1818182	0.1111111	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0015	0.0	0.0	0.0	
Bay-headed Tanager	0.1111111	0.08	0.1153846	0.0526316	0.25	0.0	0.0869565	0.25	0.6666667	0.3333333	0.0	0.3333333	0.0	0.0	0.047619	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2727273	0.4	0.0015	1.0	0.0	0.2857143	0.0	0.0909091	0.3333333	1.0	0.0	0.0	0.0	0.6	0.1	0.037037	0.4	1.0	0.5	0.0	0.0	0.0	
Golden-eared Tanager	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Saffron-crowned Tanager	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Flame-faced Tanager	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	
Green-and-gold Tanager	0.4444444	0.2	0.2307692	0.1578947	0.4166667	0.0	0.173913	0.25	0.6666667	0.3333333	0.3636364	0.7777778	1.0	0.0	0.2857143	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5454545	0.4	0.0015	1.0	0.0015	0.7142857	0.6666667	0.3636364	0.6666667	1.0	1.0	0.0	1.0	0.7	0.0	0.2222222	0.4	1.0	0.6666667	0.0	0.25	0.0015	
Golden Tanager	0.0	0.0	0.0	0.0526316	0.1666667	0.0	0.0	0.25	0.3333333	0.1666667	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.0	0.0	0.1428571	0.0	0.0	0.1111111	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-faced Dacnis	0.2222222	0.16	0.1153846	0.0	0.0833333	0.0	0.0434783	0.25	0.6666667	0.0	0.0909091	0.3333333	1.0	0.0	0.3333333	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.1818182	0.2	0.0015	1.0	0.0015	0.7142857	0.6666667	0.0909091	0.3333333	1.0	1.0	0.0	0.0	0.5	0.1	0.1481481	0.2	0.0	0.0	0.0	0.25	1.0	
Yellow-bellied Dacnis	0.1111111	0.04	0.0384615	0.0	0.3333333	0.0	0.1304348	0.125	0.3333333	0.1666667	0.3636364	0.2222222	0.0	0.0	0.2380952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.2	0.0	0.5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0740741	0.2	0.0	0.6666667	0.0	0.0	0.0015	
Blue Dacnis	0.1111111	0.0	0.0769231	0.1578947	0.0833333	0.0	0.0434783	0.125	0.3333333	0.0	0.1818182	0.1111111	0.0	0.0	0.0952381	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.6666667	0.0909091	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	
Green Honeycreeper	0.0	0.08	0.1153846	0.3684211	0.25	0.0	0.0869565	0.125	0.3333333	0.0	0.0	0.2222222	1.0	0.0	0.047619	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.4	0.0	1.0	0.0	0.4285714	0.0	0.1818182	0.3333333	1.0	0.0	0.0	0.0	0.2	0.1	0.1481481	0.2	0.0	0.0	0.0	0.0	0.0	
